pond_id,province,regency,weight,days,ADG
20103,,,2428.0,47,51.659574468085104
20102,,,2750.0,47,58.51063829787234
27259,,,5723.39,107,53.489626168224305
31246,,,1836.0,80,22.95
31247,,,1285.0,81,15.864197530864198
31248,,,0.01,30,0.0003333333333333333
31256,,,2250.35,73,30.826712328767123
31257,,,2430.0,80,30.375
31258,,,2208.65,73,30.255479452054796
31033,,,8.1,106,0.07641509433962264
12273,,,242.45,76,3.1901315789473683
31371,,,296.0,55,5.381818181818182
31373,,,100.0,52,1.9230769230769231
31329,,,2.56,107,0.023925233644859812
31330,,,3.96,107,0.03700934579439252
31331,,,2.41,107,0.02252336448598131
31332,,,3.94,107,0.036822429906542054
31333,,,0.59,107,0.005514018691588784
31335,,,2.84,107,0.026542056074766354
31337,,,4.21,107,0.039345794392523364
31648,,,2811.29,102,27.561666666666667
31650,,,1565.85,101,15.503465346534652
31651,,,2361.7200000000003,99,23.85575757575758
22796,,,400.5,62,6.459677419354839
18210,,,581.6,82,7.092682926829268
18211,,,822.5,82,10.03048780487805
18213,,,1048.42,82,12.785609756097562
18212,,,2398.7,96,24.98645833333333
21234,,,783.0,94,8.329787234042554
22418,,,372.38,73,5.101095890410959
22419,,,980.3100000000001,84,11.670357142857144
25398,,,501.25,84,5.967261904761905
25399,,,345.49,81,4.265308641975309
25400,,,373.96999999999997,81,4.616913580246913
25401,,,51.04,77,0.6628571428571428
31452,,,305.84000000000003,65,4.70523076923077
31453,,,282.16,66,4.275151515151515
31454,,,1237.44,73,16.95123287671233
31455,,,744.1800000000001,63,11.812380952380954
31456,,,202.84,74,2.7410810810810813
31457,,,161.26,73,2.2090410958904108
31458,,,483.31,73,6.620684931506849
31459,,,268.2,72,3.7249999999999996
31460,,,218.84,67,3.266268656716418
31461,,,104.10000000000001,72,1.4458333333333335
31875,,,1236.25,74,16.70608108108108
31876,,,209.35999999999999,66,3.172121212121212
31877,,,388.56,65,5.977846153846154
31878,,,746.59,73,10.227260273972604
31462,,,1262.84,83,15.214939759036143
31463,,,1595.38,99,16.114949494949496
31464,,,1169.3700000000001,88,13.288295454545455
31465,,,258.48999999999995,99,2.6110101010101006
31466,,,1109.33,99,11.205353535353535
31467,,,2958.54,85,34.80635294117647
31468,,,747.9,99,7.554545454545455
31469,,,997.58,99,10.076565656565657
31470,,,1656.51,99,16.73242424242424
31471,,,733.64,98,7.486122448979592
31866,,,269.36,62,4.344516129032258
32065,,,116.0,96,1.2083333333333333
30211,,,400.0,81,4.938271604938271
32214,,,300.0,68,4.411764705882353
32181,,,980.5,74,13.25
32179,,,800.0,108,7.407407407407407
32188,,,770.0,112,6.875
32187,,,1230.0,112,10.982142857142858
32216,,,1010.0,88,11.477272727272727
32220,,,427.29999999999995,62,6.891935483870967
32221,,,830.0,83,10.0
32195,,,932.0,95,9.810526315789474
32198,,,850.0,70,12.142857142857142
32228,,,518.72,69,7.51768115942029
32236,,,1635.49,108,15.143425925925927
32257,,,1996.6,124,16.101612903225806
32259,,,1606.35,86,18.67848837209302
32273,,,115.0,49,2.3469387755102042
32272,,,120.0,34,3.5294117647058822
32271,,,35.0,46,0.7608695652173914
32203,,,200.0,48,4.166666666666667
32246,,,647.3,57,11.356140350877192
32244,,,340.0,85,4.0
32231,,,311.0,74,4.202702702702703
32296,,,454.0,60,7.566666666666666
32260,,,280.0,63,4.444444444444445
32299,,,400.0,68,5.882352941176471
32213,,,300.0,36,8.333333333333334
32227,,,300.0,66,4.545454545454546
32309,,,5000.0,87,57.47126436781609
32335,,,60.0,38,1.5789473684210527
32305,,,800.44,102,7.847450980392157
32306,,,1391.97,99,14.06030303030303
32351,,,35.0,36,0.9722222222222222
32355,,,2.0,13,0.15384615384615385
32370,,,800.0,102,7.8431372549019605
32398,,,678.71,55,12.340181818181819
32399,,,260.0,83,3.1325301204819276
32498,,,210.0,89,2.359550561797753
32251,,,0.0,25,0.0
32248,,,450.0,107,4.205607476635514
32505,,,95.8,85,1.1270588235294117
32211,,,1151.0,93,12.376344086021506
32212,,,856.0,93,9.204301075268818
32247,,,1100.0,114,9.649122807017545
31472,,,1789.88,71,25.209577464788733
31473,,,456.97,58,7.8787931034482765
31474,,,913.53,62,14.734354838709677
31475,,,891.49,65,13.71523076923077
31476,,,1343.57,71,18.923521126760562
31477,,,492.74,72,6.8436111111111115
31478,,,322.35,64,5.03671875
31479,,,429.77,45,9.550444444444445
31480,,,401.77,52,7.726346153846153
31481,,,619.01,65,9.52323076923077
32642,,,445.81,64,6.96578125
32643,,,4500.0,75,60.0
32219,,,20.0,34,0.5882352941176471
32670,,,5.0,45,0.1111111111111111
32677,,,52.5,46,1.141304347826087
32678,,,0.5,24,0.020833333333333332
32252,,,1182.0,100,11.82
32682,,,118.0,45,2.6222222222222222
32697,,,3199.73,107,29.904018691588785
32696,,,2128.19,107,19.8896261682243
32726,,,2.0,38,0.05263157894736842
32729,,,15.0,36,0.4166666666666667
32730,,,25.0,36,0.6944444444444444
32731,,,2.0,36,0.05555555555555555
32734,,,27.0,36,0.75
32218,,,441.0,68,6.485294117647059
31442,,,262.46,49,5.356326530612244
31443,,,318.51,69,4.616086956521739
31444,,,381.19,73,5.221780821917808
31445,,,386.18,70,5.516857142857143
31446,,,34.44,72,0.4783333333333333
31447,,,98.66,70,1.4094285714285715
31448,,,403.75,71,5.686619718309859
31449,,,207.04,70,2.9577142857142857
31450,,,577.37,63,9.164603174603174
31451,,,361.24,70,5.160571428571429
32638,,,510.32,69,7.395942028985507
32639,,,240.12,71,3.3819718309859157
32640,,,158.88,71,2.2377464788732393
32800,,,1.0,34,0.029411764705882353
32832,,,670.0,78,8.58974358974359
32892,,,4100.0,68,60.294117647058826
30344,,,6.5,52,0.125
30345,,,35.1,66,0.5318181818181819
32210,,,500.0,66,7.575757575757576
32938,,,300.0,68,4.411764705882353
32939,,,150.0,68,2.2058823529411766
32368,,,870.0,42,20.714285714285715
32953,,,7800.0,73,106.84931506849315
32338,,,894.0,100,8.94
32249,,,250.0,60,4.166666666666667
32234,,,1709.0,107,15.97196261682243
32458,,,105.5,49,2.1530612244897958
32226,,,100.0,82,1.2195121951219512
32251,,,200.0,56,3.5714285714285716
32191,,,281.6,71,3.966197183098592
32192,,,228.0,71,3.211267605633803
32790,,,17.0,36,0.4722222222222222
32227,,,250.0,86,2.9069767441860463
33163,,,250.0,52,4.8076923076923075
32324,,,3800.0,69,55.072463768115945
30607,,,1296.81,97,13.369175257731959
30610,,,814.85,76,10.721710526315789
23684,,,583.0,65,8.96923076923077
32245,,,811.23,103,7.876019417475728
32250,,,300.0,61,4.918032786885246
33297,,,750.0,57,13.157894736842104
33317,,,1700.0,60,28.333333333333332
23082,,,161.25,56,2.8794642857142856
33358,,,1500.0,69,21.73913043478261
30609,,,666.8,61,10.931147540983606
30608,,,615.47,76,8.098289473684211
33481,,,305.0,51,5.980392156862745
33516,,,2000.0,83,24.096385542168676
33537,,,3600.0,64,56.25
32198,,,920.0,81,11.358024691358025
32291,,,405.0,80,5.0625
32233,,,700.0,84,8.333333333333334
32232,,,500.0,84,5.9523809523809526
32184,,,507.7,102,4.977450980392157
32185,,,25.0,102,0.24509803921568626
32339,,,10.0,87,0.11494252873563218
32400,,,583.75,62,9.415322580645162
33847,,,3980.0,121,32.892561983471076
32231,,,225.0,63,3.5714285714285716
30386,,,3782.0,108,35.01851851851852
30387,,,3889.0,109,35.678899082568805
30394,,,3728.0,108,34.51851851851852
30392,,,3376.0,108,31.25925925925926
30388,,,3388.0,108,31.37037037037037
33932,,,3629.0,97,37.41237113402062
33943,,,5372.0,119,45.142857142857146
32215,,,1239.66,92,13.474565217391305
33965,,,781.03,103,7.5828155339805825
32340,,,13.5,104,0.12980769230769232
33945,,,1074.5,59,18.21186440677966
32301,,,113.0,67,1.6865671641791045
32228,,,581.0,67,8.671641791044776
30390,,,2937.0,101,29.07920792079208
32213,,,70.0,67,1.044776119402985
32957,,,1100.0,95,11.578947368421053
34187,,,132.0,76,1.736842105263158
34186,,,450.0,76,5.921052631578948
34194,,,248.55,69,3.6021739130434782
1,,,242.85,59,4.116101694915254
2,,,187.7,59,3.1813559322033895
3,,,655.4,71,9.230985915492957
4,,,345.75,59,5.860169491525424
25771,,,780.5,100,7.805
25772,,,558.0,100,5.58
25773,,,752.0,100,7.52
25774,,,809.5,100,8.095
32183,,,105.5,59,1.7881355932203389
32273,,,200.0,65,3.076923076923077
18209,,,3470.58,92,37.72369565217391
32677,,,33.0,40,0.825
24014,,,1316.65,101,13.036138613861388
32354,,,1000.0,65,15.384615384615385
34395,,,380.0,80,4.75
20729,,,152.74,54,2.8285185185185187
20733,,,239.23,54,4.430185185185185
33946,,,482.90000000000003,63,7.665079365079365
32189,,,251.42,86,2.923488372093023
34229,,,150.0,82,1.829268292682927
34459,,,290.0,53,5.471698113207547
30787,,,1378.14,74,18.623513513513515
34470,,,5438.55,80,67.981875
18210,,,2090.6000000000004,70,29.86571428571429
31820,,,4297.32,83,51.774939759036144
22418,,,1384.78,84,16.48547619047619
25399,,,1916.7800000000002,114,16.813859649122808
25400,,,2442.46,84,29.076904761904764
33169,,,0.0,21,0.0
5,,,259.5,52,4.990384615384615
6,,,236.0,52,4.538461538461538
7,,,266.6,52,5.126923076923077
8,,,284.95,52,5.479807692307692
34588,,,100.0,53,1.8867924528301887
32214,,,430.0,65,6.615384615384615
32300,,,170.0,72,2.361111111111111
24266,,,1934.0,81,23.876543209876544
33360,,,3000.0,61,49.18032786885246
24265,,,948.5,79,12.00632911392405
18211,,,3327.54,78,42.66076923076923
34309,,,1330.5,69,19.282608695652176
34310,,,563.4,58,9.713793103448275
34311,,,427.45000000000005,52,8.220192307692308
34312,,,651.88,52,12.536153846153846
32399,,,80.0,69,1.1594202898550725
24570,,,124.5,71,1.7535211267605635
26400,,,724.5,89,8.140449438202246
25401,,,1775.0900000000001,70,25.358428571428572
18213,,,3517.08,71,49.53633802816901
33330,,,500.0,30,16.666666666666668
16865,,,324.26,81,4.00320987654321
30344,,,22.0,65,0.3384615384615385
32295,,,219.0,53,4.132075471698113
32294,,,220.0,67,3.283582089552239
32296,,,146.5,44,3.3295454545454546
32800,,,60.0,52,1.1538461538461537
32269,,,120.0,45,2.6666666666666665
32219,,,205.0,58,3.5344827586206895
33481,,,208.0,54,3.8518518518518516
33480,,,158.0,57,2.7719298245614037
31246,,,1059.45,59,17.95677966101695
31247,,,1520.25,59,25.766949152542374
31249,,,3299.65,60,54.994166666666665
31250,,,2351.9500000000003,59,39.8635593220339
31251,,,3191.6499999999996,64,49.869531249999994
31252,,,3511.8,61,57.57049180327869
31253,,,1573.6000000000001,60,26.22666666666667
32336,,,6.0,24,0.25
32216,,,450.0,45,10.0
32251,,,1796.0,89,20.179775280898877
31254,,,2479.0499999999997,61,40.640163934426226
31255,,,2351.5,55,42.75454545454546
31256,,,2049.05,62,33.0491935483871
31257,,,1437.35,62,23.18306451612903
31258,,,2071.1,62,33.40483870967742
34428,,,256.6,55,4.665454545454546
34431,,,237.29999999999998,55,4.3145454545454545
34432,,,259.1,55,4.710909090909091
34434,,,246.4,55,4.48
34430,,,22.599999999999998,38,0.5947368421052631
34429,,,289.5,55,5.263636363636364
34427,,,289.1,55,5.256363636363637
32259,,,516.0500000000001,65,7.93923076923077
32306,,,623.67,74,8.427972972972972
32319,,,4500.0,68,66.17647058823529
35494,,,450.0,47,9.574468085106384
32248,,,400.0,75,5.333333333333333
32249,,,184.0,62,2.967741935483871
35534,,,668.0,77,8.675324675324676
32272,,,42.0,54,0.7777777777777778
32271,,,43.0,54,0.7962962962962963
35546,,,600.0,81,7.407407407407407
31443,,,2349.12,89,26.394606741573032
32724,,,14.0,40,0.35
32725,,,14.0,40,0.35
33007,,,110.0,52,2.1153846153846154
33291,,,475.45,52,9.143269230769231
32192,,,262.85,52,5.054807692307692
32678,,,2.0,36,0.05555555555555555
32206,,,39.0,44,0.8863636363636364
35754,,,2700.0,68,39.705882352941174
35757,,,1841.0,55,33.472727272727276
35760,,,1100.0,91,12.087912087912088
33318,,,4200.0,64,65.625
32246,,,2444.0,89,27.46067415730337
32505,,,120.0,90,1.3333333333333333
32250,,,400.0,65,6.153846153846154
32244,,,150.0,90,1.6666666666666667
32247,,,1600.0,81,19.753086419753085
32939,,,310.0,70,4.428571428571429
33536,,,2500.0,86,29.069767441860463
33362,,,4000.0,75,53.333333333333336
34576,,,3000.0,73,41.0958904109589
32211,,,1200.0,86,13.953488372093023
32212,,,900.0,66,13.636363636363637
32218,,,300.0,71,4.225352112676056
32217,,,600.0,65,9.23076923076923
24005,,,1843.97,87,21.195057471264366
23996,,,2726.08,93,29.31268817204301
27610,,,2042.1599999999999,78,26.18153846153846
32677,,,5.0,51,0.09803921568627451
34235,,,20.0,38,0.5263157894736842
34233,,,20.0,38,0.5263157894736842
30310,,,119.58,75,1.5944
33356,,,2464.8599999999997,84,29.343571428571426
24002,,,1973.5099999999998,79,24.981139240506327
12086,,,676.21,69,9.800144927536232
32729,,,5.0,68,0.07352941176470588
32730,,,6.0,68,0.08823529411764706
32961,,,20.0,54,0.37037037037037035
32728,,,3.0,25,0.12
34535,,,52.0,41,1.2682926829268293
32794,,,3.0,48,0.0625
34288,,,1.0,22,0.045454545454545456
23997,,,2150.27,88,24.434886363636362
23998,,,2511.7799999999997,88,28.542954545454542
31445,,,1987.1200000000001,88,22.580909090909092
31446,,,810.2,51,15.886274509803922
31447,,,2143.5,89,24.084269662921347
32638,,,2394.65,86,27.844767441860466
32639,,,56.31,64,0.87984375
32640,,,2178.6499999999996,89,24.479213483146065
35999,,,24.5,61,0.4016393442622951
32938,,,300.0,56,5.357142857142857
23994,,,52.0,72,0.7222222222222222
12088,,,248.28,70,3.5468571428571427
12087,,,1464.26,70,20.918
23993,,,1414.94,78,18.14025641025641
33521,,,5705.500000000001,112,50.94196428571429
33522,,,4011.4,74,54.20810810810811
33524,,,5743.0,113,50.823008849557525
33525,,,4119.59,75,54.92786666666667
33530,,,6424.32,114,56.35368421052631
32717,,,90.0,67,1.3432835820895523
32718,,,30.0,39,0.7692307692307693
36090,,,692.25,69,10.032608695652174
36117,,,877.48,70,12.535428571428572
36089,,,863.6,70,12.337142857142858
36088,,,948.11,70,13.544428571428572
36086,,,4999.0,71,70.40845070422536
36091,,,900.77,68,13.246617647058823
36093,,,926.49,69,13.427391304347827
36092,,,4879.0,76,64.19736842105263
36096,,,728.61,80,9.107625
36097,,,676.39,69,9.802753623188405
36098,,,788.72,70,11.267428571428573
36099,,,787.76,69,11.416811594202898
36100,,,752.19,69,10.901304347826088
36094,,,5566.89,65,85.64446153846154
36101,,,5322.28,66,80.64060606060606
36104,,,734.72,70,10.496
36103,,,638.53,70,9.121857142857143
36087,,,898.13,68,13.207794117647058
32636,,,3000.0,100,30.0
36234,,,1100.0,87,12.64367816091954
36235,,,800.0,87,9.195402298850574
32228,,,295.0,62,4.758064516129032
32400,,,280.0,47,5.957446808510638
30609,,,592.58,83,7.139518072289157
30607,,,1017.4200000000001,84,12.112142857142858
30608,,,652.98,83,7.8672289156626505
30610,,,759.79,83,9.154096385542168
36294,,,1853.5,108,17.162037037037038
36293,,,3400.5,112,30.361607142857142
35496,,,3161.0,111,28.47747747747748
32629,,,5400.0,108,50.0
33365,,,2400.0,90,26.666666666666668
33335,,,60.0,22,2.727272727272727
33361,,,3000.0,61,49.18032786885246
23999,,,2260.23,83,27.23168674698795
31457,,,2751.71,94,29.27351063829787
31458,,,2461.5,93,26.467741935483872
31459,,,912.39,93,9.810645161290322
31460,,,2352.37,94,25.025212765957445
31461,,,2924.17,90,32.49077777777778
31877,,,222.2,60,3.703333333333333
31875,,,2358.09,93,25.355806451612906
36583,,,2236.53,94,23.792872340425536
32196,,,51.08,60,0.8513333333333333
32197,,,166.18,60,2.7696666666666667
36656,,,205.0,64,3.203125
35565,,,945.27,91,10.387582417582417
35566,,,1454.48,91,15.983296703296704
35562,,,2425.05,91,26.6489010989011
35567,,,1433.73,91,15.755274725274726
35568,,,1172.2,86,13.630232558139536
36811,,,1968.6499999999999,95,20.722631578947368
36812,,,2229.54,97,22.984948453608247
36813,,,2199.24,95,23.149894736842104
36820,,,1643.18,71,23.143380281690142
36822,,,1662.12,66,25.183636363636364
36824,,,1748.0800000000002,71,24.620845070422536
36825,,,2526.98,94,26.882765957446807
36826,,,1930.62,88,21.938863636363635
36827,,,2127.49,87,24.45390804597701
36834,,,1913.76,65,29.44246153846154
36836,,,2048.52,71,28.85239436619718
36840,,,2045.6599999999999,70,29.223714285714284
31462,,,2883.8999999999996,78,36.97307692307692
31464,,,52.54,21,2.501904761904762
31465,,,3238.34,81,39.97950617283951
31466,,,3358.24,80,41.977999999999994
31470,,,842.8199999999999,42,20.067142857142855
31866,,,1249.81,52,24.03480769230769
13249,,,2683.0,91,29.483516483516482
33480,,,118.0,32,3.6875
33481,,,10.0,32,0.3125
37128,,,3360.86,87,38.63057471264368
33945,,,3434.48,80,42.931
33946,,,3736.0699999999997,81,46.124320987654315
34032,,,350.0,68,5.147058823529412
34033,,,391.0,65,6.015384615384615
24266,,,860.0,41,20.975609756097562
33502,,,3800.0,54,70.37037037037037
33539,,,1250.0,46,27.17391304347826
1,,,1186.23,91,13.035494505494505
2,,,767.47,91,8.433736263736265
3,,,1428.37,91,15.696373626373624
4,,,1149.55,73,15.747260273972602
34490,,,1741.0,52,33.48076923076923
34491,,,1477.0,53,27.867924528301888
34492,,,1271.0,51,24.92156862745098
34493,,,809.0,51,15.862745098039216
34494,,,911.0,51,17.862745098039216
5,,,929.83,95,9.787684210526317
6,,,928.85,95,9.777368421052632
7,,,566.63,68,8.332794117647058
8,,,1014.63,95,10.680315789473685
36804,,,1425.9,74,19.26891891891892
36805,,,776.5699999999999,74,10.49418918918919
